거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,동,등기일자,매도자,매수자,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층
"   176,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,305,23.05.31, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,3,11110-2446,84.8359,서울 종로구,233,11110,2
"   187,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,301,23.05.24, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,14,11110-2446,84.8359,"서울 마포구, 서울 종로구",233,11110,20
"   180,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,302,23.07.14, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,23,11110-2446,84.614,"서울 동대문구, 서울 종로구",233,11110,7
"   172,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,303,23.05.26, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,24,11110-2446,84.614,서울 종로구,233,11110,9
"   167,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,303,23.05.25, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,31,11110-2446,77.6543,서울 종로구,233,11110,16
"   180,000",중개거래,2017,2023,송월길,00099,00000,11110,01,존재하지 않음,4100192,203,23.05.18, , , 홍파동,0199,0000,11110,17900,1,경희궁자이(2단지),3,15,11110-2445,84.8359,서울 종로구,199,11110,17
"   189,500",중개거래,2017,2023,송월길,00099,00000,11110,01,존재하지 않음,4100192,212,23.03.22, , , 홍파동,0199,0000,11110,17900,1,경희궁자이(2단지),3,21,11110-2445,84.8359,서울 종로구,199,11110,11
"   180,000",중개거래,2017,2023,송월길,00099,00000,11110,01,존재하지 않음,4100192,201,23.06.09, , , 홍파동,0199,0000,11110,17900,1,경희궁자이(2단지),3,25,11110-2445,84.8359,서울 종로구,199,11110,8
"   170,000",중개거래,2019,2023,통일로,00230,00000,11110,00,0,3000008,104동,23.06.28, , , 무악동,0089,0000,11110,18700,1,경희궁롯데캐슬,3,11,11110-2519,104.445,서울 종로구,89,11110,10
"    72,900",중개거래,2000,2023,통일로,00246,00020,11110,06,0,3000008,103,23.04.28, , , 무악동,0082,0000,11110,18700,1,현대,3,13,11110-90,60,서울 종로구,82,11110,12
"    72,990",중개거래,2000,2023,통일로,00246,00020,11110,06,0,3000008,111,23.03.28, , , 무악동,0082,0000,11110,18700,1,현대,3,23,11110-90,84.92,서울 종로구,82,11110,3
"   150,000",직거래,2008,2023,통일로18길,00009,00000,11110,01,0,4100482,110,23.05.24, , , 무악동,0060,0000,11110,18700,1,인왕산아이파크,3,29,11110-2212,84.858, ,60,11110,11
"   138,000",중개거래,2008,2023,사직로8길,00004,00000,11110,03,0,4100135,101,23.05.24, , , 사직동,0009,0000,11110,11500,1,광화문스페이스본(101동~105동),3,11,11110-2203,94.51,서울 종로구,9,11110,13
"   143,000",중개거래,2008,2023,사직로8길,00004,00000,11110,03,0,4100135,101,23.06.02, , , 사직동,0009,0000,11110,11500,1,광화문스페이스본(101동~105동),3,25,11110-2203,94.51,서울 종로구,9,11110,8
"   180,000",중개거래,2003,2023,사직로8길,00020,00000,11110,05,0,4100135,103,23.06.20, , , 내수동,0095,0000,11110,11800,1,경희궁파크팰리스,3,27,11110-107,146.33,서울 종로구,95,11110,4
"   170,000",중개거래,2004,2023,새문안로3길,00023,00000,11110,02,0,4100158,경희궁의 아침 4단지,23.06.09, , , 내수동,0073,0000,11110,11800,1,경희궁의아침4단지,3,30,11110-117,124.17,서울 종로구,73,11110,7
"   285,000",중개거래,2020,2023,새문안로2길,00010,00000,11110,01,0,4100157, ,23.04.05, , , 신문로2가,0171,0000,11110,12100,1,디팰리스,3,16,11110-2539,118.749,서울 종로구,171,11110,10
"    38,200",중개거래,2003,2023,돈화문로11가길,00059,00000,11110,03,0,4100050,현대뜨레비앙,23.07.31, , , 익선동,0055,0000,11110,13300,1,현대뜨레비앙,3,22,11110-102,46.64,서울 종로구,55,11110,5
"    41,000",중개거래,1999,2023,동숭4라길,00027,00000,11110,01,0,4100074,2,23.04.12, , , 동숭동,0004,0157,11110,16800,1,동성아파트(2동),3,3,11110-123,59.34,"서울 서대문구, 서울 종로구",4-157,11110,1
"    68,000",중개거래,1992,2023,동망산길,00019,00000,11110,01,0,4100065,101,23.08.04, , , 창신동,0702,0000,11110,17400,1,창신쌍용1,3,17,11110-37,54.7,서울 마포구,702,11110,4
"    13,200",중개거래,2014,2023,지봉로4길,00013,00000,11110,00,0,4100389,삼전솔하임4차,23.04.19, , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,3,2,11110-2368,15.09,서울 중구,318-2,11110,15
"    13,000",중개거래,2013,2023,종로66길,00028,00000,11110,01,0,4100372, ,23.04.07, , , 숭인동,0202,0003,11110,17500,1,종로중흥S클래스,3,18,11110-2339,19.466,서울 중구,202-3,11110,15
"   176,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,305,23.05.31, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,3,11110-2446,84.8359,서울 종로구,233,11110,2
"   187,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,301,23.05.24, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,14,11110-2446,84.8359,"서울 마포구, 서울 종로구",233,11110,20
"   180,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,302,23.07.14, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,23,11110-2446,84.614,"서울 동대문구, 서울 종로구",233,11110,7
"   172,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,303,23.05.26, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,24,11110-2446,84.614,서울 종로구,233,11110,9
"   167,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,303,23.05.25, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,31,11110-2446,77.6543,서울 종로구,233,11110,16
"   180,000",중개거래,2017,2023,송월길,00099,00000,11110,01,존재하지 않음,4100192,203,23.05.18, , , 홍파동,0199,0000,11110,17900,1,경희궁자이(2단지),3,15,11110-2445,84.8359,서울 종로구,199,11110,17
"   189,500",중개거래,2017,2023,송월길,00099,00000,11110,01,존재하지 않음,4100192,212,23.03.22, , , 홍파동,0199,0000,11110,17900,1,경희궁자이(2단지),3,21,11110-2445,84.8359,서울 종로구,199,11110,11
"   180,000",중개거래,2017,2023,송월길,00099,00000,11110,01,존재하지 않음,4100192,201,23.06.09, , , 홍파동,0199,0000,11110,17900,1,경희궁자이(2단지),3,25,11110-2445,84.8359,서울 종로구,199,11110,8
"   170,000",중개거래,2019,2023,통일로,00230,00000,11110,00,0,3000008,104동,23.06.28, , , 무악동,0089,0000,11110,18700,1,경희궁롯데캐슬,3,11,11110-2519,104.445,서울 종로구,89,11110,10
"    72,900",중개거래,2000,2023,통일로,00246,00020,11110,06,0,3000008,103,23.04.28, , , 무악동,0082,0000,11110,18700,1,현대,3,13,11110-90,60,서울 종로구,82,11110,12
"    72,990",중개거래,2000,2023,통일로,00246,00020,11110,06,0,3000008,111,23.03.28, , , 무악동,0082,0000,11110,18700,1,현대,3,23,11110-90,84.92,서울 종로구,82,11110,3
"   150,000",직거래,2008,2023,통일로18길,00009,00000,11110,01,0,4100482,110,23.05.24, , , 무악동,0060,0000,11110,18700,1,인왕산아이파크,3,29,11110-2212,84.858, ,60,11110,11
"   138,000",중개거래,2008,2023,사직로8길,00004,00000,11110,03,0,4100135,101,23.05.24, , , 사직동,0009,0000,11110,11500,1,광화문스페이스본(101동~105동),3,11,11110-2203,94.51,서울 종로구,9,11110,13
"   143,000",중개거래,2008,2023,사직로8길,00004,00000,11110,03,0,4100135,101,23.06.02, , , 사직동,0009,0000,11110,11500,1,광화문스페이스본(101동~105동),3,25,11110-2203,94.51,서울 종로구,9,11110,8
"   180,000",중개거래,2003,2023,사직로8길,00020,00000,11110,05,0,4100135,103,23.06.20, , , 내수동,0095,0000,11110,11800,1,경희궁파크팰리스,3,27,11110-107,146.33,서울 종로구,95,11110,4
"   170,000",중개거래,2004,2023,새문안로3길,00023,00000,11110,02,0,4100158,경희궁의 아침 4단지,23.06.09, , , 내수동,0073,0000,11110,11800,1,경희궁의아침4단지,3,30,11110-117,124.17,서울 종로구,73,11110,7
"   285,000",중개거래,2020,2023,새문안로2길,00010,00000,11110,01,0,4100157, ,23.04.05, , , 신문로2가,0171,0000,11110,12100,1,디팰리스,3,16,11110-2539,118.749,서울 종로구,171,11110,10
"    38,200",중개거래,2003,2023,돈화문로11가길,00059,00000,11110,03,0,4100050,현대뜨레비앙,23.07.31, , , 익선동,0055,0000,11110,13300,1,현대뜨레비앙,3,22,11110-102,46.64,서울 종로구,55,11110,5
"    41,000",중개거래,1999,2023,동숭4라길,00027,00000,11110,01,0,4100074,2,23.04.12, , , 동숭동,0004,0157,11110,16800,1,동성아파트(2동),3,3,11110-123,59.34,"서울 서대문구, 서울 종로구",4-157,11110,1
"    68,000",중개거래,1992,2023,동망산길,00019,00000,11110,01,0,4100065,101,23.08.04, , , 창신동,0702,0000,11110,17400,1,창신쌍용1,3,17,11110-37,54.7,서울 마포구,702,11110,4
"    13,200",중개거래,2014,2023,지봉로4길,00013,00000,11110,00,0,4100389,삼전솔하임4차,23.04.19, , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,3,2,11110-2368,15.09,서울 중구,318-2,11110,15
"    13,000",중개거래,2013,2023,종로66길,00028,00000,11110,01,0,4100372, ,23.04.07, , , 숭인동,0202,0003,11110,17500,1,종로중흥S클래스,3,18,11110-2339,19.466,서울 중구,202-3,11110,15
"   176,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,305,23.05.31, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,3,11110-2446,84.8359,서울 종로구,233,11110,2
"   187,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,301,23.05.24, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,14,11110-2446,84.8359,"서울 마포구, 서울 종로구",233,11110,20
"   180,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,302,23.07.14, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,23,11110-2446,84.614,"서울 동대문구, 서울 종로구",233,11110,7
"   172,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,303,23.05.26, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,24,11110-2446,84.614,서울 종로구,233,11110,9
"   167,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,303,23.05.25, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,31,11110-2446,77.6543,서울 종로구,233,11110,16
"   180,000",중개거래,2017,2023,송월길,00099,00000,11110,01,존재하지 않음,4100192,203,23.05.18, , , 홍파동,0199,0000,11110,17900,1,경희궁자이(2단지),3,15,11110-2445,84.8359,서울 종로구,199,11110,17
"   189,500",중개거래,2017,2023,송월길,00099,00000,11110,01,존재하지 않음,4100192,212,23.03.22, , , 홍파동,0199,0000,11110,17900,1,경희궁자이(2단지),3,21,11110-2445,84.8359,서울 종로구,199,11110,11
"   180,000",중개거래,2017,2023,송월길,00099,00000,11110,01,존재하지 않음,4100192,201,23.06.09, , , 홍파동,0199,0000,11110,17900,1,경희궁자이(2단지),3,25,11110-2445,84.8359,서울 종로구,199,11110,8
"   170,000",중개거래,2019,2023,통일로,00230,00000,11110,00,0,3000008,104동,23.06.28, , , 무악동,0089,0000,11110,18700,1,경희궁롯데캐슬,3,11,11110-2519,104.445,서울 종로구,89,11110,10
"    72,900",중개거래,2000,2023,통일로,00246,00020,11110,06,0,3000008,103,23.04.28, , , 무악동,0082,0000,11110,18700,1,현대,3,13,11110-90,60,서울 종로구,82,11110,12
"    72,990",중개거래,2000,2023,통일로,00246,00020,11110,06,0,3000008,111,23.03.28, , , 무악동,0082,0000,11110,18700,1,현대,3,23,11110-90,84.92,서울 종로구,82,11110,3
"   150,000",직거래,2008,2023,통일로18길,00009,00000,11110,01,0,4100482,110,23.05.24, , , 무악동,0060,0000,11110,18700,1,인왕산아이파크,3,29,11110-2212,84.858, ,60,11110,11
"   138,000",중개거래,2008,2023,사직로8길,00004,00000,11110,03,0,4100135,101,23.05.24, , , 사직동,0009,0000,11110,11500,1,광화문스페이스본(101동~105동),3,11,11110-2203,94.51,서울 종로구,9,11110,13
"   143,000",중개거래,2008,2023,사직로8길,00004,00000,11110,03,0,4100135,101,23.06.02, , , 사직동,0009,0000,11110,11500,1,광화문스페이스본(101동~105동),3,25,11110-2203,94.51,서울 종로구,9,11110,8
"   180,000",중개거래,2003,2023,사직로8길,00020,00000,11110,05,0,4100135,103,23.06.20, , , 내수동,0095,0000,11110,11800,1,경희궁파크팰리스,3,27,11110-107,146.33,서울 종로구,95,11110,4
"   170,000",중개거래,2004,2023,새문안로3길,00023,00000,11110,02,0,4100158,경희궁의 아침 4단지,23.06.09, , , 내수동,0073,0000,11110,11800,1,경희궁의아침4단지,3,30,11110-117,124.17,서울 종로구,73,11110,7
"   285,000",중개거래,2020,2023,새문안로2길,00010,00000,11110,01,0,4100157, ,23.04.05, , , 신문로2가,0171,0000,11110,12100,1,디팰리스,3,16,11110-2539,118.749,서울 종로구,171,11110,10
"    38,200",중개거래,2003,2023,돈화문로11가길,00059,00000,11110,03,0,4100050,현대뜨레비앙,23.07.31, , , 익선동,0055,0000,11110,13300,1,현대뜨레비앙,3,22,11110-102,46.64,서울 종로구,55,11110,5
"    41,000",중개거래,1999,2023,동숭4라길,00027,00000,11110,01,0,4100074,2,23.04.12, , , 동숭동,0004,0157,11110,16800,1,동성아파트(2동),3,3,11110-123,59.34,"서울 서대문구, 서울 종로구",4-157,11110,1
"    68,000",중개거래,1992,2023,동망산길,00019,00000,11110,01,0,4100065,101,23.08.04, , , 창신동,0702,0000,11110,17400,1,창신쌍용1,3,17,11110-37,54.7,서울 마포구,702,11110,4
"    13,200",중개거래,2014,2023,지봉로4길,00013,00000,11110,00,0,4100389,삼전솔하임4차,23.04.19, , , 숭인동,0318,0002,11110,17500,1,삼전솔하임4차,3,2,11110-2368,15.09,서울 중구,318-2,11110,15
"    13,000",중개거래,2013,2023,종로66길,00028,00000,11110,01,0,4100372, ,23.04.07, , , 숭인동,0202,0003,11110,17500,1,종로중흥S클래스,3,18,11110-2339,19.466,서울 중구,202-3,11110,15
"   176,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,305,23.05.31, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,3,11110-2446,84.8359,서울 종로구,233,11110,2
"   187,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,301,23.05.24, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,14,11110-2446,84.8359,"서울 마포구, 서울 종로구",233,11110,20
"   180,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,302,23.07.14, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,23,11110-2446,84.614,"서울 동대문구, 서울 종로구",233,11110,7
"   172,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,303,23.05.26, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,24,11110-2446,84.614,서울 종로구,233,11110,9
"   167,000",중개거래,2017,2023,경교장길,00035,00000,11110,01,존재하지 않음,4100002,303,23.05.25, , , 평동,0233,0000,11110,17700,1,경희궁자이(3단지),3,31,11110-2446,77.6543,서울 종로구,233,11110,16
"   180,000",중개거래,2017,2023,송월길,00099,00000,11110,01,존재하지 않음,4100192,203,23.05.18, , , 홍파동,0199,0000,11110,17900,1,경희궁자이(2단지),3,15,11110-2445,84.8359,서울 종로구,199,11110,17
"   189,500",중개거래,2017,2023,송월길,00099,00000,11110,01,존재하지 않음,4100192,212,23.03.22, , , 홍파동,0199,0000,11110,17900,1,경희궁자이(2단지),3,21,11110-2445,84.8359,서울 종로구,199,11110,11
"   180,000",중개거래,2017,2023,송월길,00099,00000,11110,01,존재하지 않음,4100192,201,23.06.09, , , 홍파동,0199,0000,11110,17900,1,경희궁자이(2단지),3,25,11110-2445,84.8359,서울 종로구,199,11110,8
"   170,000",중개거래,2019,2023,통일로,00230,00000,11110,00,0,3000008,104동,23.06.28, , , 무악동,0089,0000,11110,18700,1,경희궁롯데캐슬,3,11,11110-2519,104.445,서울 종로구,89,11110,10
"    72,900",중개거래,2000,2023,통일로,00246,00020,11110,06,0,3000008,103,23.04.28, , , 무악동,0082,0000,11110,18700,1,현대,3,13,11110-90,60,서울 종로구,82,11110,12
"    72,990",중개거래,2000,2023,통일로,00246,00020,11110,06,0,3000008,111,23.03.28, , , 무악동,0082,0000,11110,18700,1,현대,3,23,11110-90,84.92,서울 종로구,82,11110,3
"   150,000",직거래,2008,2023,통일로18길,00009,00000,11110,01,0,4100482,110,23.05.24, , , 무악동,0060,0000,11110,18700,1,인왕산아이파크,3,29,11110-2212,84.858, ,60,11110,11
